adIdText;linkref;priceTagText;floatRText;listingH3Text;meuble;lat;lon
7455685;https://www.mubawab.ma/fr/a/7455685/appartement-%C3%A0-louer-des-gens-marier;    Prix à consulter    ;2 chambres, 58 m²;Oulfa à   Casablanca;False;33.547117579470296;-7.675495147705078
7455621;https://www.mubawab.ma/fr/a/7455621/appartement-meubl%C3%A9;5000 DH;2 chambres, 100 m²;Abbadi à   Temara;True;33.92712382336637;-6.903190612792969
7455615;https://www.mubawab.ma/fr/a/7455615/appartement-a-lou;2500 DH;2 chambres, 110 m²;Abbadi à   Temara;False;33.92712382336637;-6.903190612792969
7422500;https://www.mubawab.ma/fr/a/7422500/loue-appt-meuble-neuf-residence-s%C3%A9curise;5000 DH;2 chambres, 75 m²; à   Bouskoura;False;33.44032295498702;-7.643909454345703
7455548;https://www.mubawab.ma/fr/a/7455548/appartement-haut-standing;10500 DH;3 chambres, 213 m²;Nouvelle Ville à   Fès;False;34.03732138982826;-4.998779296875
7455504;https://www.mubawab.ma/fr/a/7455504/louez-cet-appartement-%C3%A0-dar-bouazza-5-pi%C3%A8ces-confortables-bien-meubl%C3%A9;22000 DH;2 chambres, 100 m²; à   Dar Bouazza;True;33.51741153987773;-7.819862365722656
7455500;https://www.mubawab.ma/fr/a/7455500/appartement-meubl%C3%A9;    Prix à consulter    ;3 chambres, 80 m²;La Ville Haute à   Kénitra;True;34.261898398047876;-6.578621864318848
7455464;https://www.mubawab.ma/fr/a/7455464/appart-meubl%C3%A9-longue-duree-seulement-firdaous;4200 DH;2 chambres, 60 m²;Oulfa à   Casablanca;True;32.34023266790936;-7.437744140625
7455292;https://www.mubawab.ma/fr/a/7455292/location-apartement-refait-a-neuf-sur-maarif;6000 DH;2 chambres, 90 m²;Maârif à   Casablanca;False;33.58254313375441;-7.636978626251192
7455144;https://www.mubawab.ma/fr/a/7455144/apaprtment-pour-un-an-pour-40-000-dh-a-belveder;40000 DH;1 chambre, 45 m²;Belvédère à   Casablanca;True;33.59090764565878;-7.597657442092981
7455118;https://www.mubawab.ma/fr/a/7455118/joli-appartement-meubl%C3%A9-proche-de-marjan-tetouan;300 DH;2 chambres, 60 m²;Route de Ceuta à   Tétouan;True;35.57356561608932;-5.364246368408203
7455116;https://www.mubawab.ma/fr/a/7455116/appartement-en-location-%C3%A0-mandarona-avec-garage-et-ascenseur;5000 DH;3 chambres, 130 m²;Mandarona à   Casablanca;False;33.52640600155306;-7.613096237182617
7455111;https://www.mubawab.ma/fr/a/7455111/belle-appartement-%C3%A0-louer-majourelle;    Prix à consulter    ;3 chambres, 120 m²;Mandarona à   Casablanca;False;33.52640600155306;-7.613096237182617
7455020;https://www.mubawab.ma/fr/a/7455020/appartement-%C3%A0-louer;5000 DH;2 chambres, 75 m²;Aïn Sebaâ à   Casablanca;False;33.611688641154686;-7.538852691650391
7454892;https://www.mubawab.ma/fr/a/7454892/apparemment-meubl%C3%A9-sur-la-route-d-assilah;4000 DH;2 chambres, 65 m²;Route Nationale Assilah (N1) à   Tanger;True;35.77525384929336;-5.863094329833984
7454830;https://www.mubawab.ma/fr/a/7454830/appartement-meubl%C3%A9-r%C3%A9sidence-ricoflores;4500 DH;2 chambres, 73 m²; à   El Mansouria;True;33.73973406528122;-7.29093074798584
7454856;https://www.mubawab.ma/fr/a/7454856/studio-a-louer-boulevard-al-massira;6500 DH;1 chambre, 65 m²;Racine à   Casablanca;False;33.592458238962855;-7.648158073425293
7454850;https://www.mubawab.ma/fr/a/7454850/joli-appartement-pour-location-a-fes;3400 DH;3 chambres, 80 m²;Route de Meknes à   Fès;True;34.03075387345181;-5.0035858154296875
7454849;https://www.mubawab.ma/fr/a/7454849/amirate-appartement-%C3%A0-louer;    Prix à consulter    ;1 chambre, 56 m²;Les princesses à   Casablanca;False;33.57154299116339;-7.636313438415527
7454678;https://www.mubawab.ma/fr/a/7454678/appartement-%C3%A0-louer-%C3%A0-mehdia-2-belles-chambres-;3500 DH;2 chambres, 92 m²; à   Mehdia;False;34.255939501317606;-6.674022674560547
7451675;https://www.mubawab.ma/fr/a/7451675/appartement-a-boulevard-emile-zola;5500 DH;3 chambres, 117 m²;Belvédère à   Casablanca;False;33.5895625839363;-7.59678840637207
7454587;https://www.mubawab.ma/fr/a/7454587/%C3%A9tage-d-une-villa-%C3%A0-louer-non-meubl%C3%A9-%C3%A0-hay-riyad;15000 DH;3 chambres, 300 m²;Riyad à   Rabat;False;33.958311531468844;-6.870403289794922
7454523;https://www.mubawab.ma/fr/a/7454523/location-appartement-meubl%C3%A9-70m2-les-princesses-casablanca;8500 DH;2 chambres, 70 m²;Les princesses à   Casablanca;False;33.57154299116339;-7.636313438415527
7454312;https://www.mubawab.ma/fr/a/7454312/location-appartement-a-wiaam-oulfa;4000 DH;2 chambres, 70 m²;Oulfa à   Casablanca;False;33.55627344791359;-7.67918586730957
7453685;https://www.mubawab.ma/fr/a/7453685/joli-studio-meubl%C3%A9-a-mariif;6000 DH;1 chambre, 60 m²;Maârif à   Casablanca;True;33.58602331802259;-7.636442184448242
